Word,POS,Stemmed,Priorpolarity,Type
devotee,noun,n,positive,strongsubj
devotion,noun,n,positive,strongsubj
devout,adj,n,positive,weaksubj
dexterity,noun,n,positive,weaksubj
dexterous,adj,n,positive,strongsubj
dexterously,adverb,n,positive,strongsubj
dextrous,adj,n,positive,strongsubj
diabolic,adj,n,negative,strongsubj
diabolical,adj,n,negative,strongsubj
diabolically,adverb,n,negative,strongsubj
diametrically,adverb,n,negative,strongsubj
diatribe,anypos,n,negative,strongsubj
diatribes,anypos,n,negative,strongsubj
dictator,noun,n,negative,weaksubj
dictatorial,adj,n,negative,weaksubj
differ,verb,y,negative,weaksubj
difference,adj,n,neutral,weaksubj
difference,noun,n,neutral,weaksubj
difficult,adj,n,negative,weaksubj
difficulties,adj,n,negative,weaksubj
difficulties,noun,n,negative,weaksubj
difficulty,adj,n,negative,strongsubj
difficulty,noun,n,negative,strongsubj
diffidence,adj,n,negative,strongsubj
diffidence,noun,n,negative,strongsubj
dig,noun,n,negative,weaksubj
dig,verb,y,positive,weaksubj
dignified,adj,n,positive,strongsubj
dignify,verb,y,positive,weaksubj
dignity,noun,n,positive,strongsubj
digress,verb,y,negative,strongsubj
dilapidated,adj,n,negative,strongsubj
dilemma,adj,n,negative,weaksubj
dilemma,noun,n,negative,weaksubj
diligence,noun,n,positive,weaksubj
diligent,adj,n,positive,weaksubj
diligently,adverb,n,positive,weaksubj
dilly dally,verb,y,negative,strongsubj
dim,adj,n,negative,strongsubj
dim,anypos,y,negative,weaksubj
diminish,verb,y,negative,weaksubj
diminishing,adj,n,negative,weaksubj
din,noun,n,negative,weaksubj
dinky,adj,n,negative,weaksubj
diplomacy,adj,n,neutral,weaksubj
diplomacy,noun,n,neutral,weaksubj
diplomatic,adj,n,positive,weaksubj
diplomatic,noun,n,positive,weaksubj
dire,adj,n,negative,strongsubj
direct,adj,n,neutral,weaksubj
direly,anypos,n,negative,strongsubj
direness,noun,n,negative,strongsubj
dirt,noun,n,negative,weaksubj
dirty,adj,n,negative,weaksubj
dirty,anypos,y,negative,weaksubj
disable,verb,y,negative,weaksubj
disabled,adj,n,negative,weaksubj
disaccord,noun,n,negative,strongsubj
disadvantage,noun,n,negative,strongsubj
disadvantaged,adj,n,negative,weaksubj
disadvantageous,adj,n,negative,strongsubj
disadvantageous,noun,n,negative,strongsubj
disaffect,verb,y,negative,strongsubj
disaffected,adj,n,negative,strongsubj
disaffirm,verb,y,negative,strongsubj
disagree,verb,y,negative,strongsubj
disagreeable,anypos,y,negative,strongsubj
disagreeably,anypos,y,negative,strongsubj
disagreement,adj,n,negative,strongsubj
disagreement,noun,n,negative,strongsubj
disallow,verb,y,negative,strongsubj
disappoint,verb,y,negative,strongsubj
disappointed,adj,n,negative,strongsubj
disappointing,anypos,n,negative,strongsubj
disappointingly,anypos,y,negative,strongsubj
disappointment,adj,n,negative,strongsubj
disappointment,noun,n,negative,strongsubj
disapprobation,noun,n,negative,strongsubj
disapproval,adj,n,negative,strongsubj
disapproval,noun,n,negative,strongsubj
disapprove,anypos,y,negative,strongsubj
disapproving,anypos,n,negative,strongsubj
disarm,verb,y,negative,weaksubj
disarray,adj,n,negative,strongsubj
disarray,noun,n,negative,strongsubj
disaster,noun,n,negative,strongsubj
disastrous,adj,n,negative,strongsubj
disastrously,anypos,n,negative,strongsubj
disavow,verb,y,negative,strongsubj
disavowal,noun,n,negative,strongsubj
disbelief,noun,n,negative,strongsubj
disbelieve,verb,y,negative,strongsubj
disbeliever,noun,n,negative,strongsubj
discern,verb,y,neutral,strongsubj
discerning,anypos,n,positive,strongsubj
disclaim,verb,y,negative,strongsubj
discombobulate,verb,y,negative,strongsubj
discomfit,verb,y,negative,strongsubj
discomfititure,noun,n,negative,strongsubj
discomfort,noun,n,negative,weaksubj
discompose,verb,y,negative,weaksubj
disconcert,verb,y,negative,strongsubj
disconcerted,adj,n,negative,strongsubj
disconcerting,anypos,n,negative,strongsubj
disconcertingly,anypos,n,negative,strongsubj
disconsolate,adj,n,negative,strongsubj
disconsolately,adverb,n,negative,strongsubj
disconsolation,noun,n,negative,strongsubj
discontent,adj,n,negative,strongsubj
discontent,noun,n,negative,strongsubj
discontented,adj,n,negative,strongsubj
discontentedly,adverb,n,negative,strongsubj
discontinuity,adj,n,negative,strongsubj
discontinuity,noun,n,negative,strongsubj
discord,noun,n,negative,strongsubj
discordance,noun,n,negative,strongsubj
discordant,adj,n,negative,strongsubj
discountenance,noun,n,negative,strongsubj
discourage,verb,y,negative,strongsubj
discouragement,noun,n,negative,strongsubj
discouraging,anypos,n,negative,strongsubj
discouragingly,anypos,n,negative,strongsubj
discourteous,adj,n,negative,strongsubj
discourteously,adj,n,negative,strongsubj
discredit,verb,y,negative,strongsubj
discreet,adj,n,positive,weaksubj
discreet,noun,n,positive,weaksubj
discrepant,adj,n,negative,weaksubj
discretion,noun,n,positive,weaksubj
discriminate,verb,y,negative,weaksubj
discriminating,adj,n,positive,weaksubj
discriminatingly,adverb,n,positive,weaksubj
discrimination,adj,n,negative,weaksubj
discrimination,noun,n,negative,weaksubj
discriminatory,adj,n,negative,strongsubj
disdain,noun,n,negative,strongsubj
disdain,verb,y,negative,strongsubj
disdainful,anypos,n,negative,strongsubj
disdainfully,anypos,n,negative,strongsubj
disease,noun,n,negative,weaksubj
diseased,adj,n,negative,weaksubj
disfavor,verb,y,negative,strongsubj
disgrace,noun,n,negative,strongsubj
disgrace,verb,y,negative,strongsubj
disgraced,adj,n,negative,strongsubj
disgraceful,anypos,n,negative,strongsubj
disgracefully,anypos,n,negative,strongsubj
disgruntle,verb,y,negative,strongsubj
disgruntled,adj,n,negative,strongsubj
disgust,noun,n,negative,strongsubj
disgust,verb,y,negative,strongsubj
disgusted,adj,n,negative,strongsubj
disgustedly,anypos,n,negative,strongsubj
disgustful,adj,n,negative,strongsubj
disgustfully,anypos,n,negative,strongsubj
disgusting,anypos,n,negative,strongsubj
disgustingly,anypos,n,negative,strongsubj
dishearten,verb,y,negative,strongsubj
disheartening,anypos,n,negative,strongsubj
dishearteningly,anypos,n,negative,strongsubj
dishonest,adj,n,negative,strongsubj
dishonest,noun,n,negative,strongsubj
dishonestly,anypos,n,negative,strongsubj
dishonesty,noun,n,negative,strongsubj
dishonor,noun,n,negative,strongsubj
dishonor,verb,y,negative,strongsubj
dishonorable,adj,n,negative,strongsubj
dishonorablely,adverb,n,negative,strongsubj
disillusion,noun,n,negative,strongsubj
disillusion,verb,y,negative,strongsubj
disillusioned,adj,n,negative,strongsubj
disinclination,noun,n,negative,strongsubj
disinclined,anypos,n,negative,strongsubj
disingenuous,adj,n,negative,strongsubj
disingenuously,adverb,n,negative,strongsubj
disintegrate,verb,y,negative,weaksubj
disinterested,adj,n,negative,weaksubj
disintegration,noun,n,negative,weaksubj
disinterest,noun,n,negative,strongsubj
disinterested,adj,n,negative,strongsubj
dislike,verb,y,negative,strongsubj
dislocated,adj,n,negative,weaksubj
disloyal,adj,n,negative,strongsubj
disloyal,noun,n,negative,strongsubj
disloyalty,anypos,n,negative,strongsubj
dismal,adj,n,negative,strongsubj
dismally,anypos,n,negative,strongsubj
dismalness,noun,n,negative,strongsubj
dismay,noun,n,negative,strongsubj
dismay,verb,y,negative,strongsubj
dismayed,adj,n,negative,strongsubj
dismaying,anypos,n,negative,strongsubj
dismayingly,anypos,n,negative,strongsubj
dismissive,adj,n,negative,strongsubj
dismissive,noun,n,negative,strongsubj
dismissively,anypos,n,negative,strongsubj
disobedience,noun,n,negative,strongsubj
disobedient,adj,n,negative,strongsubj
disobey,verb,y,negative,strongsubj
disown,verb,y,negative,strongsubj
disorder,noun,n,negative,weaksubj
disorder,verb,y,negative,weaksubj
disordered,adj,n,negative,weaksubj
disorderly,adj,n,negative,weaksubj
disorganized,adj,n,negative,strongsubj
disorient,verb,y,negative,strongsubj
disoriented,adj,n,negative,strongsubj
disown,verb,y,negative,strongsubj
disparage,verb,y,negative,strongsubj
disparaging,adj,n,negative,strongsubj
disparagingly,anypos,n,negative,strongsubj
dispensable,adj,n,negative,weaksubj
dispirit,verb,y,negative,strongsubj
dispirited,adj,n,negative,strongsubj
dispiritedly,adverb,n,negative,strongsubj
dispiriting,anypos,y,negative,strongsubj
displace,verb,y,negative,weaksubj
displaced,adj,n,negative,weaksubj
displease,verb,y,negative,strongsubj
displeasing,adj,n,negative,strongsubj
displeasure,adj,n,negative,strongsubj
displeasure,noun,n,negative,strongsubj
disposition,noun,n,neutral,strongsubj
disproportionate,adj,n,negative,weaksubj
disprove,verb,y,negative,strongsubj
disputable,anypos,n,negative,strongsubj
dispute,noun,n,negative,strongsubj
dispute,verb,y,negative,strongsubj
disputed,adj,n,negative,strongsubj
disquiet,verb,y,negative,strongsubj
disquieting,anypos,n,negative,strongsubj
disquietingly,anypos,n,negative,strongsubj
disquietude,noun,n,negative,strongsubj
disregard,adj,n,negative,strongsubj
disregard,noun,n,negative,strongsubj
disregardful,adj,n,negative,strongsubj
disreputable,adj,n,negative,strongsubj
disrepute,noun,n,negative,strongsubj
disrespect,verb,y,negative,strongsubj
disrespectable,adj,n,negative,strongsubj
disrespectablity,noun,n,negative,strongsubj
disrespectful,anypos,n,negative,strongsubj
disrespectfully,anypos,n,negative,strongsubj
disrespectfulness,noun,n,negative,strongsubj
disrespecting,adj,n,negative,strongsubj
disrespecting,noun,n,negative,strongsubj
disrupt,verb,y,negative,strongsubj
disruption,adj,n,negative,strongsubj
disruption,noun,n,negative,strongsubj
disruptive,adj,n,negative,strongsubj
dissatisfaction,adj,n,negative,strongsubj
dissatisfaction,noun,n,negative,strongsubj
dissatisfactory,adj,n,negative,strongsubj
dissatisfied,adj,n,negative,strongsubj
dissatisfy,verb,y,negative,strongsubj
dissatisfying,anypos,y,negative,strongsubj
dissemble,verb,y,negative,strongsubj
dissembler,noun,n,negative,strongsubj
dissension,noun,n,negative,strongsubj
dissent,adj,n,negative,strongsubj
dissent,noun,n,negative,strongsubj
dissenter,noun,n,negative,strongsubj
dissention,noun,n,negative,strongsubj
disservice,adj,n,negative,strongsubj
disservice,noun,n,negative,strongsubj
dissidence,noun,n,negative,strongsubj
dissident,adj,n,negative,strongsubj
dissident,noun,n,negative,strongsubj
dissidents,adj,n,negative,strongsubj
dissidents,noun,n,negative,strongsubj
dissocial,adj,n,negative,strongsubj
dissolute,adj,n,negative,strongsubj
dissolution,noun,n,negative,weaksubj
dissonance,noun,n,negative,strongsubj
dissonant,adj,n,negative,strongsubj
dissonantly,adverb,n,negative,strongsubj
dissuade,verb,y,negative,strongsubj
dissuasive,adj,n,negative,strongsubj
distaste,noun,n,negative,strongsubj
distasteful,adj,n,negative,strongsubj
distastefully,adverb,n,negative,strongsubj
distinct,adj,n,positive,weaksubj
distinction,noun,n,positive,weaksubj
distinctive,adj,n,positive,weaksubj
distinctive,adj,n,positive,weaksubj
distinctive,noun,n,positive,weaksubj
distinctly,adj,n,neutral,weaksubj
distinguish,verb,y,positive,weaksubj
distinguished,adj,n,positive,strongsubj
distort,verb,y,negative,strongsubj
distortion,adj,n,negative,strongsubj
distortion,noun,n,negative,strongsubj
distract,verb,y,negative,weaksubj
distracting,adj,n,negative,strongsubj
distraction,adj,n,negative,strongsubj
distraction,noun,n,negative,strongsubj
distraught,adj,n,negative,strongsubj
distraughtly,anypos,n,negative,strongsubj
distraughtness,noun,n,negative,strongsubj
distress,verb,y,negative,strongsubj
distressed,adj,n,negative,strongsubj
distressing,adj,n,negative,strongsubj
distressingly,anypos,n,negative,strongsubj
distrust,verb,y,negative,strongsubj
distrustful,adj,n,negative,strongsubj
distrusting,anypos,n,negative,strongsubj
disturb,verb,y,negative,strongsubj
disturbed,adj,n,negative,strongsubj
disturbed let,adj,n,negative,strongsubj
disturbed let,noun,n,negative,strongsubj
disturbing,anypos,n,negative,strongsubj
disturbingly,anypos,n,negative,strongsubj
disunity,noun,n,negative,strongsubj
disvalue,noun,n,negative,strongsubj
divergent,adj,n,negative,weaksubj
diversified,adj,n,positive,weaksubj
divide,verb,y,negative,weaksubj
divided,adj,n,negative,weaksubj
divine,adj,n,positive,strongsubj
divine,anypos,y,positive,strongsubj
divinely,anypos,n,positive,strongsubj
division,noun,n,negative,weaksubj
divisive,adj,n,negative,strongsubj
divisively,adverb,n,negative,strongsubj
divisiveness,noun,n,negative,strongsubj
divorce,noun,n,negative,weaksubj
divorce,verb,y,negative,weaksubj
divorced,adj,n,negative,weaksubj
dizzy,adj,n,negative,strongsubj
dizzing,adj,n,negative,strongsubj
dizzingly,adverb,n,negative,strongsubj
doddering,adj,n,negative,strongsubj
dodge,adj,n,positive,strongsubj
dodge,noun,n,positive,strongsubj
dodgey,adj,n,negative,strongsubj
dogged,adj,n,negative,strongsubj
doggedly,adverb,n,negative,strongsubj
dogmatic,adj,n,negative,strongsubj
doldrums,noun,n,negative,strongsubj
dominance,adj,n,negative,weaksubj
dominance,noun,n,negative,weaksubj
dominant,adj,n,neutral,weaksubj
dominant,noun,n,neutral,weaksubj
dominate,verb,y,negative,weaksubj
domination,adj,n,negative,strongsubj
domination,noun,n,negative,strongsubj
domineer,verb,y,negative,strongsubj
domineering,adj,n,negative,strongsubj
domineering,noun,n,negative,strongsubj
doom,verb,y,negative,strongsubj
doomsday,adj,n,negative,strongsubj
doomsday,noun,n,negative,strongsubj
dope,noun,n,negative,weaksubj
dote,verb,y,positive,strongsubj
dotingly,adverb,n,positive,strongsubj
doubt,noun,n,negative,strongsubj
doubt,verb,y,negative,strongsubj
doubtful,adj,n,negative,strongsubj
doubtfully,adverb,n,negative,strongsubj
doubtless,adverb,n,positive,strongsubj
doubts,adj,n,negative,strongsubj
doubts,noun,n,negative,strongsubj
down,noun,n,negative,weaksubj
downbeat,adj,n,negative,strongsubj
downcast,adj,n,negative,strongsubj
downer,noun,n,negative,strongsubj
downfall,noun,n,negative,strongsubj
downfallen,noun,n,negative,strongsubj
downgrade,verb,y,negative,weaksubj
downhearted,adj,n,negative,strongsubj
downheartedly,adverb,n,negative,strongsubj
downright,anypos,n,neutral,strongsubj
downside,noun,n,negative,strongsubj
drab,adj,n,negative,strongsubj
draconian,adj,n,negative,strongsubj
draconic,adj,n,negative,strongsubj
dragon,noun,n,negative,strongsubj
dragons,adj,n,negative,strongsubj
dragons,noun,n,negative,strongsubj
dragoon,verb,y,negative,strongsubj
drain,adj,n,negative,strongsubj
drain,noun,n,negative,strongsubj
drama,adj,n,negative,strongsubj
drama,noun,n,negative,strongsubj
dramatic,adj,n,neutral,strongsubj
dramatically,anypos,n,neutral,strongsubj
drastic,adj,n,negative,strongsubj
drastically,adj,n,negative,strongsubj
dread,anypos,n,negative,strongsubj
dread,verb,y,negative,strongsubj
dreadful,anypos,n,negative,strongsubj
dreadfully,anypos,n,negative,strongsubj
dreadfulness,noun,n,negative,strongsubj
dream,adj,n,positive,weaksubj
dream,noun,n,positive,weaksubj
dream,verb,y,positive,strongsubj
dreamland,noun,n,positive,strongsubj
dreams,adj,n,positive,weaksubj
dreams,noun,n,positive,weaksubj
dreamy,adj,n,positive,weaksubj
dreary,adj,n,negative,strongsubj
drive,noun,n,positive,weaksubj
driven,adj,n,positive,weaksubj
drones,adj,n,negative,strongsubj
drones,noun,n,negative,strongsubj
droop,verb,y,negative,weaksubj
drought,adj,n,negative,weaksubj
drought,noun,n,negative,weaksubj
drowning,anypos,n,negative,weaksubj
drunk,adj,n,negative,strongsubj
drunkard,noun,n,negative,strongsubj
drunken,adj,n,negative,strongsubj
dubious,adj,n,negative,strongsubj
dubiously,adverb,n,negative,strongsubj
dubitable,adj,n,negative,strongsubj
dud,anypos,n,negative,weaksubj
dull,adj,n,negative,weaksubj
dullard,noun,n,negative,strongsubj
dumb,adj,n,negative,strongsubj
dumb,noun,n,negative,strongsubj
dumbfound,verb,y,negative,strongsubj
dumbfounded,adj,n,negative,strongsubj
dummy,noun,n,negative,strongsubj
dump,noun,n,negative,weaksubj
dunce,noun,n,negative,strongsubj
dungeon,noun,n,negative,strongsubj
dungeons,adj,n,negative,strongsubj
dungeons,noun,n,negative,strongsubj
dupe,verb,y,negative,strongsubj
durable,adj,n,positive,weaksubj
durability,noun,n,positive,weaksubj
dusty,adj,n,negative,weaksubj
duty,noun,n,neutral,weaksubj
dwindle,verb,y,negative,weaksubj
dwindling,adj,n,negative,weaksubj
dynamic,adj,n,positive,weaksubj
dying,anypos,n,negative,weaksubj
eager,adj,n,positive,strongsubj
eagerly,anypos,n,positive,strongsubj
eagerness,noun,n,positive,strongsubj
earnest,adj,n,positive,strongsubj
earnestly,anypos,n,positive,strongsubj
earnestness,anypos,n,positive,strongsubj
earsplitting,adj,n,negative,strongsubj
ease,noun,n,positive,weaksubj
ease,verb,y,positive,weaksubj
easier,anypos,y,positive,weaksubj
easiest,anypos,y,positive,weaksubj
easily,anypos,y,positive,weaksubj
easiness,anypos,y,positive,weaksubj
easy,adj,n,positive,weaksubj
easygoing,adj,n,positive,strongsubj
ebullience,noun,n,positive,strongsubj
ebullient,adj,n,positive,strongsubj
ebulliently,anypos,n,positive,strongsubj
eccentric,adj,n,negative,weaksubj
eccentricity,noun,n,negative,weaksubj
eclectic,adj,n,positive,strongsubj
economical,adj,n,positive,weaksubj
ecstasies,noun,n,positive,strongsubj
ecstasy,noun,n,positive,strongsubj
ecstatic,adj,n,positive,strongsubj
ecstatically,anypos,n,positive,strongsubj
edgy,adj,n,negative,strongsubj
edify,verb,y,positive,strongsubj
educable,adj,n,positive,weaksubj
educated,adj,n,positive,weaksubj
educational,adj,n,positive,weaksubj
effective,adj,n,positive,weaksubj
effectively,adverb,n,neutral,weaksubj
effectiveness,noun,n,positive,weaksubj
effectual,adj,n,positive,weaksubj
efficacious,adj,n,positive,weaksubj
efficiency,noun,n,positive,weaksubj
efficient,adj,n,positive,weaksubj
effigy,noun,n,negative,strongsubj
effortless,adj,n,positive,strongsubj
effortlessly,adverb,n,positive,strongsubj
effrontery,anypos,n,negative,strongsubj
effusion,noun,n,positive,strongsubj
effusive,adj,n,positive,strongsubj
effusively,anypos,n,positive,strongsubj
effusiveness,noun,n,positive,strongsubj
egalitarian,adj,n,positive,weaksubj
ego,adj,n,negative,strongsubj
ego,noun,n,negative,strongsubj
egocentric,adj,n,negative,strongsubj
egomania,noun,n,negative,strongsubj
egotism,noun,n,negative,strongsubj
egotistical,adj,n,negative,strongsubj
egotistically,adverb,n,negative,strongsubj
egregious,adj,n,negative,strongsubj
egregiously,anypos,n,negative,strongsubj
ejaculate,verb,y,negative,strongsubj
elaborate,adj,n,neutral,strongsubj
elan,noun,n,positive,strongsubj
elate,verb,y,positive,weaksubj
elated,adj,n,positive,strongsubj
elatedly,adverb,n,positive,strongsubj
elation,noun,n,positive,strongsubj
election rigger,adj,n,negative,strongsubj
election rigger,noun,n,negative,strongsubj
electrification,adj,n,positive,strongsubj
electrification,noun,n,positive,strongsubj
electrify,verb,y,positive,weaksubj
elegance,noun,n,positive,strongsubj
elegant,adj,n,positive,strongsubj
elegantly,adverb,n,positive,strongsubj
elevate,verb,y,positive,weaksubj
elevated,adj,n,positive,weaksubj
eligible,adj,n,positive,weaksubj
eliminate,verb,y,negative,weaksubj
elimination,noun,n,negative,weaksubj
elite,anypos,n,positive,weaksubj
eloquence,noun,n,positive,strongsubj
eloquent,adj,n,positive,strongsubj
eloquently,anypos,n,positive,strongsubj
else,anypos,y,neutral,weaksubj
emaciated,anypos,n,negative,strongsubj
emancipate,verb,y,positive,weaksubj
emasculate,verb,y,negative,strongsubj
embarrass,verb,y,negative,strongsubj
embarrassing,anypos,n,negative,strongsubj
embarrassingly,anypos,n,negative,strongsubj
embarrassment,noun,n,negative,strongsubj
embattled,adj,n,negative,weaksubj
embellish,verb,y,positive,strongsubj
embodiment,noun,n,neutral,strongsubj
embolden,verb,y,positive,weaksubj
embrace,verb,y,positive,strongsubj
embroil,verb,y,negative,strongsubj
embroiled,adj,n,negative,strongsubj
embroilment,noun,n,negative,strongsubj
eminence,noun,n,positive,strongsubj
eminent,adj,n,positive,strongsubj
emotion,adj,n,neutral,strongsubj
emotion,noun,n,neutral,strongsubj
emotional,adj,n,negative,strongsubj
emotions,adj,n,neutral,weaksubj
emotions,noun,n,neutral,weaksubj
empathize,verb,y,negative,strongsubj
empathy,noun,n,negative,strongsubj
emphasise,adj,n,neutral,weaksubj
emphasise,noun,n,neutral,weaksubj
emphatic,anypos,n,negative,strongsubj
emphatically,anypos,n,negative,strongsubj
empower,verb,y,positive,weaksubj
empowerment,noun,n,positive,weaksubj
emptiness,adj,n,negative,strongsubj
emptiness,noun,n,negative,strongsubj
empty,adj,n,negative,weaksubj
enable,verb,y,positive,weaksubj
enchant,verb,y,positive,strongsubj
enchanted,anypos,n,positive,strongsubj
enchanting,anypos,n,positive,strongsubj
enchantingly,anypos,n,positive,strongsubj
encourage,verb,y,positive,weaksubj
encouragement,adj,n,positive,strongsubj
encouragement,noun,n,positive,strongsubj
encouraging,adj,n,positive,strongsubj
encouraging,noun,n,positive,strongsubj
encouragingly,anypos,n,positive,strongsubj
encroach,verb,y,negative,weaksubj
encroachment,noun,n,negative,weaksubj
endanger,verb,y,negative,strongsubj
endear,verb,y,positive,strongsubj
endearing,adj,n,positive,strongsubj
endless,adj,n,negative,weaksubj
endorse,verb,y,positive,strongsubj
endorsement,adj,n,positive,strongsubj
endorsement,noun,n,positive,strongsubj
endorser,noun,n,positive,strongsubj
endurable,adj,n,positive,strongsubj
endure,verb,y,positive,strongsubj
enduring,adj,n,positive,strongsubj
enemies,adj,n,negative,weaksubj
enemies,noun,n,negative,weaksubj
enemy,noun,n,negative,weaksubj
energetic,adj,n,positive,weaksubj
energetic,noun,n,positive,weaksubj
energize,verb,y,positive,weaksubj
enervate,verb,y,negative,strongsubj
enfeeble,verb,y,negative,strongsubj
enflame,verb,y,negative,strongsubj
engage,verb,y,neutral,weaksubj
engaging,adj,n,positive,strongsubj
engross,verb,y,neutral,weaksubj
engrossing,anypos,n,positive,strongsubj
engulf,verb,y,negative,weaksubj
enhance,verb,y,positive,weaksubj
enhanced,adj,n,positive,weaksubj
enhancement,noun,n,positive,weaksubj
enjoin,verb,y,negative,strongsubj
enjoy,verb,y,positive,weaksubj
enjoyable,adj,n,positive,strongsubj
enjoyably,adverb,n,positive,strongsubj
enjoyment,noun,n,positive,strongsubj
enlighten,verb,y,positive,weaksubj
enlightenment,noun,n,positive,weaksubj
enliven,verb,y,positive,weaksubj
enmity,noun,n,negative,strongsubj
ennoble,verb,y,positive,strongsubj
enormities,noun,n,negative,strongsubj
enormity,noun,n,negative,strongsubj
enormous,anypos,n,negative,strongsubj
enormously,anypos,n,negative,strongsubj
enough,anypos,y,neutral,weaksubj
enrage,verb,y,negative,strongsubj
enraged,adj,n,negative,strongsubj
enrapt,adj,n,positive,strongsubj
enrapture,verb,y,positive,weaksubj
enraptured,anypos,y,positive,strongsubj
enrich,verb,y,positive,weaksubj
enrichment,noun,n,positive,weaksubj
enslave,verb,y,negative,strongsubj
ensure,verb,y,positive,weaksubj
entangle,verb,y,negative,weaksubj
entanglement,noun,n,negative,weaksubj
enterprising,adj,n,positive,weaksubj
entertain,verb,y,positive,weaksubj
entertaining,adj,n,positive,strongsubj
enthral,verb,y,positive,strongsubj
enthrall,verb,y,positive,strongsubj
enthralled,anypos,y,positive,strongsubj
enthuse,verb,y,positive,strongsubj
enthusiasm,noun,n,positive,strongsubj
enthusiast,noun,n,positive,strongsubj
enthusiastic,adj,n,positive,strongsubj
enthusiastically,adverb,n,positive,strongsubj
entice,verb,y,positive,strongsubj
enticing,anypos,n,positive,strongsubj
enticingly,anypos,n,positive,strongsubj
entire,anypos,n,neutral,weaksubj
entirely,anypos,n,neutral,strongsubj
entrance,verb,y,positive,weaksubj
entranced,anypos,y,positive,strongsubj
entrancing,adj,n,positive,strongsubj
entrap,verb,y,negative,strongsubj
entrapment,noun,n,negative,strongsubj
entreat,verb,y,positive,strongsubj
entreatingly,anypos,n,positive,strongsubj
entrenchment,adj,n,neutral,strongsubj
entrenchment,noun,n,neutral,strongsubj
entrust,verb,y,positive,weaksubj
enviable,adj,n,positive,strongsubj
enviably,anypos,n,positive,strongsubj
envious,adj,n,negative,strongsubj
enviously,anypos,n,negative,strongsubj
enviousness,noun,n,negative,strongsubj
envision,verb,y,positive,weaksubj
envisions,adj,n,positive,weaksubj
envisions,noun,n,positive,weaksubj
envy,noun,n,negative,strongsubj
envy,verb,y,negative,strongsubj
epic,adj,n,positive,strongsubj
epidemic,adj,n,negative,weaksubj
epitome,noun,n,positive,strongsubj
equality,adj,n,positive,weaksubj
equality,noun,n,positive,weaksubj
equitable,adj,n,positive,weaksubj
equivocal,adj,n,negative,strongsubj
eradicate,verb,y,negative,weaksubj
erase,verb,y,negative,weaksubj
erode,verb,y,negative,weaksubj
erosion,noun,n,negative,weaksubj
err,verb,y,negative,strongsubj
errant,adj,n,negative,weaksubj
erratic,adj,n,negative,strongsubj
erratically,adverb,n,negative,strongsubj
erroneous,adj,n,negative,strongsubj
erroneous,anypos,y,negative,strongsubj
erroneously,anypos,n,negative,strongsubj
error,adj,n,negative,weaksubj
error,noun,n,negative,weaksubj
erudite,adj,n,positive,strongsubj
escapade,noun,n,negative,weaksubj
eschew,verb,y,negative,strongsubj
esoteric,adj,n,negative,weaksubj
essential,adj,n,positive,weaksubj
especially,anypos,n,positive,strongsubj
esteem,noun,n,positive,strongsubj
esteem,verb,y,positive,strongsubj
estranged,adj,n,negative,strongsubj
established,adj,n,positive,weaksubj
eternal,adj,n,negative,weaksubj
eternity,adj,n,positive,strongsubj
eternity,noun,n,positive,strongsubj
ethical,adj,n,positive,strongsubj
eulogize,verb,y,positive,strongsubj
euphoria,noun,n,positive,strongsubj
euphoric,adj,n,positive,strongsubj
euphorically,anypos,n,positive,strongsubj
evaluate,verb,y,neutral,strongsubj
evaluation,adj,n,neutral,weaksubj
evaluation,noun,n,neutral,weaksubj
evade,verb,y,negative,weaksubj
evasion,noun,n,negative,weaksubj
evasive,adj,n,negative,weaksubj
even,adverb,n,positive,weaksubj
evenly,adverb,n,positive,weaksubj
eventful,adj,n,positive,weaksubj
everlasting,adj,n,positive,strongsubj
evident,anypos,y,positive,weaksubj
evidently,anypos,y,positive,strongsubj
evil,adj,n,negative,strongsubj
evil,noun,n,negative,strongsubj
evildoer,noun,n,negative,strongsubj
evils,adj,n,negative,strongsubj
evils,noun,n,negative,strongsubj
eviscerate,verb,y,negative,strongsubj
evocative,adj,n,positive,strongsubj
exacerbate,verb,y,negative,strongsubj
exact,adj,n,neutral,strongsubj
exacting,adj,n,negative,weaksubj
exactly,anypos,n,neutral,strongsubj
exaggerate,verb,y,negative,strongsubj
exaggeration,adj,n,negative,strongsubj
exaggeration,noun,n,negative,strongsubj
exalt,adj,n,positive,strongsubj
exalt,verb,y,positive,strongsubj
exaltation,noun,n,positive,strongsubj
exalted,adj,n,positive,strongsubj
exaltedly,adverb,n,positive,strongsubj
exalting,adj,n,positive,strongsubj
exaltingly,anypos,n,positive,strongsubj
exasperate,verb,y,negative,strongsubj
exasperation,noun,n,negative,strongsubj
exasperating,adj,n,negative,strongsubj
exasperatingly,anypos,y,negative,strongsubj
exceed,verb,y,positive,strongsubj
exceeding,adj,n,positive,strongsubj
exceedingly,anypos,n,positive,strongsubj
excel,verb,y,positive,strongsubj
excellence,noun,n,positive,strongsubj
excellency,noun,n,positive,strongsubj
excellent,anypos,n,positive,strongsubj
excellently,anypos,n,positive,strongsubj
exceptional,anypos,n,positive,strongsubj
exceptionally,anypos,n,positive,strongsubj
excessive,adj,n,negative,strongsubj
excessively,adj,n,negative,strongsubj
excite,verb,y,positive,weaksubj
excited,adj,n,positive,strongsubj
excitedly,anypos,n,positive,strongsubj
